Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Bloodblock
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Fossil
appliedenergistics2:facade:0, Cable Facade - Amber Ore
appliedenergistics2:facade:0, Cable Facade - Skull Block
appliedenergistics2:facade:0, Cable Facade - Skull Lantern
appliedenergistics2:facade:0, Cable Facade - Permafrost
appliedenergistics2:facade:0, Cable Facade - Iced Stone
appliedenergistics2:facade:0, Cable Facade - Dense Sand
appliedenergistics2:facade:0, Cable Facade - Ancient Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Stone Brick
appliedenergistics2:facade:0, Cable Facade - Ancient Stone Slab
appliedenergistics2:facade:0, Cable Facade - Volcanic Ash
appliedenergistics2:facade:0, Cable Facade - Volcanic Brick
appliedenergistics2:facade:0, Cable Facade - Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Volcanic Stone Slab
appliedenergistics2:facade:0, Cable Facade - Drum
appliedenergistics2:facade:0, Cable Facade - Palaeoraphe Log
appliedenergistics2:facade:0, Cable Facade - Palaeoraphe Leaves
appliedenergistics2:facade:0, Cable Facade - Palaeoraphe Planks
appliedenergistics2:facade:0, Cable Facade - Palaeoraphe Planks Slab
appliedenergistics2:facade:0, Cable Facade - Calamites Log
appliedenergistics2:facade:0, Cable Facade - Calamites Leaves
appliedenergistics2:facade:0, Cable Facade - Calamites Planks
appliedenergistics2:facade:0, Cable Facade - Calamites Planks Slab
appliedenergistics2:facade:0, Cable Facade - Sigillaria Log
appliedenergistics2:facade:0, Cable Facade - Sigillaria Leaves
appliedenergistics2:facade:0, Cable Facade - Sigillaria Planks
appliedenergistics2:facade:0, Cable Facade - Sigillaria Planks Slab
appliedenergistics2:facade:0, Cable Facade - Cordaites Log
appliedenergistics2:facade:0, Cable Facade - Cordaites Leaves
appliedenergistics2:facade:0, Cable Facade - Cordaites Planks
appliedenergistics2:facade:0, Cable Facade - Cordaites Planks Slab
appliedenergistics2:facade:0, Cable Facade - Ancient Wood
appliedenergistics2:facade:0, Cable Facade - Ancient Wood Pillar
appliedenergistics2:facade:0, Cable Facade - Ancient Wood Slab
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Loom
appliedenergistics2:facade:0, Cable Facade - Fletching Table
appliedenergistics2:facade:0, Cable Facade - Smithing Table
appliedenergistics2:facade:0, Cable Facade - Cartography Table
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Stripped Acacia Log
appliedenergistics2:facade:0, Cable Facade - Stripped Jungle Log
appliedenergistics2:facade:0, Cable Facade - Stripped Birch Log
appliedenergistics2:facade:0, Cable Facade - Stripped Oak Log
appliedenergistics2:facade:0, Cable Facade - Stripped Spruce Log
appliedenergistics2:facade:0, Cable Facade - Stripped Dark Oak Log
appliedenergistics2:facade:0, Cable Facade - Smooth Stone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Quartz
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Blue Ice
appliedenergistics2:facade:0, Cable Facade - Stripped Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Birch Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Oak Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Spruce Wood
